Country,ISO3,Disease,Year,Latest Reported Cases Aggregate,Cases,Cases Lower,Cases Upper,Incidence,Incidence Lower,Incidence Upper,Derived_Cases_Method,Year Range Incidence Estimate
Poland,POL,Avian chlamydiosis,2021,13703.0,14769.955611953923,14407.566125124109,15157.488158942155,1.0701631758547704e-05,1.0439060973427468e-05,1.0982420050759198e-05,None,2015-2021
Poland,POL,Avian infectious bronchitis,2021,264612.0,304943.8290455109,301877.16234240076,308039.55272762105,0.00022094829877791793,0.00021872633287327276,0.0002231913180355618,None,2016-2019
Poland,POL,Fowl typhoid,2021,24906.0,31499.50555285001,30624.662901797336,32428.129906557144,2.2823095604302546e-05,2.2189224782736906e-05,2.349593417853293e-05,None,2011-2021
Poland,POL,High pathogenicity avian influenza viruses (poultry) (Inf. with),2021,4269913.0,4258933.21805758,4240316.871847268,4277703.454274868,0.003085827485291224,0.003072338935490088,0.003099427536726435,None,2007-2021
Poland,POL,Infectious bursal disease (Gumboro disease),2021,1245403.0,1325948.8271056942,1318119.9587365137,1333824.4470852846,0.0009607216467786119,0.0009550492081759321,0.0009664279594518621,None,2009-2020
Poland,POL,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),2021,8.0,8.0,3.655845449413071,14.889849014167844,1.1592865451686463e-08,5.297715550900745e-09,2.1577002027146767e-08,None,2021
Poland,POL,Marek's disease (-2011),2021,3759.0,7678.199324083922,7290.952885265089,8085.221747317627,5.5632707297084285e-06,5.282689738341463e-06,5.858180491481411e-06,None,2005-2010
Poland,POL,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2021,212791.0,268610.71836015873,264311.86857777374,272982.9192579255,0.00019462299480188543,0.00019150824560662289,0.00019779089084785747,None,2005-2018
Poland,POL,Mycoplasma synoviae (Avian mycoplasmosis) (Inf. with) (2006-),2021,408123.0,457603.4642179095,452797.1196739878,462464.7744752628,0.0003315584619314903,0.0003280760053307321,0.00033508074416476537,None,2011-2020
Poland,POL,Pullorum disease,2021,19001.0,25514.60681984398,24979.63946295882,26065.505886811046,1.848671274469582e-05,1.8099099957857445e-05,1.888586891724637e-05,None,2010-2020
Korea (Dem People's Rep. of),PRK,High pathogenicity avian influenza viruses (poultry) (Inf. with),2021,200272.0,202336.62383979102,201409.82552313243,203268.59265598882,0.006975080539834567,0.0069431313416113355,0.0070072079789023495,None,2014
Portugal,PRT,Avian chlamydiosis,2021,8.0,9.888415207765426,3.795226219095098,22.12111199443155,3.562742888393809e-08,1.3673996224701755e-08,7.970117838461379e-08,None,2008-2010
Portugal,PRT,Avian infectious bronchitis,2021,1.0,1.1947887719487573,0.06814009193928329,5.255551718240063,8.609519545761749e-09,4.910101828663843e-10,3.7870941127232296e-08,None,2015
Portugal,PRT,Avian infectious laryngotracheitis,2021,1.0,1.1947887719487573,0.06814009193928329,5.255551718240063,8.609519545761749e-09,4.910101828663843e-10,3.7870941127232296e-08,None,2015
Portugal,PRT,Fowl pox (-2005),2021,2.0,2.5978643040160643,0.43185340449233617,8.016795276776088,1.871993111065351e-08,3.1118892428292625e-09,5.776816559566263e-08,None,2005
Portugal,PRT,High pathogenicity avian influenza viruses (poultry) (Inf. with),2021,7170.0,7170.0,6996.002691863975,7349.112687591188,5.166624979445259e-05,5.0412443882915875e-05,5.2956916580846174e-05,None,2021
Portugal,PRT,Infectious bursal disease (Gumboro disease),2021,18.0,22.298496642331425,12.638047355613606,38.163179793013036,8.034028574361629e-08,4.5534205829097175e-08,1.374998870388017e-07,None,2010
Portugal,PRT,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),2021,7.0,7.0,3.0076008486546058,13.536296901133463,5.044124805595092e-08,2.167244863718221e-08,9.754110139272468e-08,None,2021
Portugal,PRT,Low pathogenic avian influenza (poultry) (2006-2021),2021,3.0,3.822063765353883,0.950402302236135,9.907353797160061,2.754138092483957e-08,6.848496897148531e-09,7.13913272086597e-08,None,2013
Portugal,PRT,Marek's disease (-2011),2021,1.0,1.2989321520080321,0.07407950119614486,5.713650197958052,9.359965555326756e-09,5.338089279565508e-10,4.1171949562876455e-08,None,2005
Portugal,PRT,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2021,8.0,10.552116774261549,3.275295185257918,24.509825265694104,3.801870998042053e-08,1.1800712635432598e-08,8.83075840024921e-08,None,2005-2006
Portugal,PRT,Newcastle disease (velogenic),2021,2.0,2.224783385803007,0.3698346668575933,6.865498290878076,1.603155009057826e-08,2.6649888815219762e-09,4.947204318826973e-08,None,2017
Paraguay,PRY,Avian infectious bronchitis,2021,66.0,49.1086246373488,29.621202003060375,78.0294495455464,4.6885770268900233e-07,2.828042696084664e-07,7.449752202628044e-07,Adjusted_Susceptible_Cases,2017-2023
Paraguay,PRY,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2021,1516.0,1732.6480397140872,1482.583343116207,2025.760791010074,1.6542214029979543e-05,1.4154756428869375e-05,1.9340666892717025e-05,None,2017-2020
Paraguay,PRY,Mycoplasma synoviae (Avian mycoplasmosis) (Inf. with) (2006-),2021,11.0,11.223744069827477,5.170614407653657,22.382376947408545,2.1431424312976728e-07,9.873143100893932e-08,4.2738520631669635e-07,None,2020
Palestine,PSE,Avian chlamydiosis,2021,2050.0,1534.1059602649007,1468.6510632278337,1601.4757697753541,0.00010403186927507549,9.959319589243778e-05,0.0001086003980453229,None,2010
Palestine,PSE,Avian infectious bronchitis,2021,193400.0,193400.0,192202.64732165803,194602.4706144973,0.006557488217543146,0.006516890357768218,0.00659825960785601,None,2021
Palestine,PSE,Avian infectious laryngotracheitis,2021,4508.0,4678.0353963618445,4506.201677255342,4855.179810867985,0.0001586151085464973,0.00015278885421134988,0.00016462142918211047,None,2015
Palestine,PSE,Fowl pox (-2005),2021,50.0,28.572397357152546,21.366869042837347,37.24006285665942,1.937571447947143e-06,1.4489451085231986e-06,2.5253492595978315e-06,None,2005
Palestine,PSE,Fowl typhoid,2021,2620.0,2196.340742425104,2113.309681954318,2281.5169054215544,0.00014893979876072993,0.00014330923825682827,0.00015471582446150301,None,2008
Palestine,PSE,High pathogenicity avian influenza viruses (poultry) (Inf. with),2021,44182.0,42967.57311832033,42291.140858200386,43651.6031368023,0.001456873601136552,0.0014339382517275414,0.0014800665628048114,None,2015-2020
Palestine,PSE,Infectious bursal disease (Gumboro disease),2021,644.0,668.290770908835,603.7468088890016,738.1451595167932,2.265930122092819e-05,2.047085101173165e-05,2.5027808616173097e-05,None,2015
Palestine,PSE,Low pathogenic avian influenza (poultry) (2006-2021),2021,16500.0,11987.871196382745,11723.426835556496,12256.41160770546,0.00040646496444521563,0.00039749862121711923,0.00041557018979776424,None,2018-2021
Palestine,PSE,Marek's disease (-2011),2021,5153.0,3452.6724862013843,3325.8258530025614,3583.1002881434333,0.00011706752402947766,0.0001127666176042641,0.00012148985481786978,None,2010-2011
Palestine,PSE,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2021,125.0,125.0,97.31149051746377,157.80428138709624,4.238293832434814e-06,3.299477520681645e-06,5.350567300277905e-06,None,2021
Palestine,PSE,Newcastle disease (velogenic),2021,93079.0,79607.242079245,78735.54729140914,80485.93904280307,0.002699191064972875,0.002669635075828472,0.002728984472342694,None,2006-2021
Palestine,PSE,Pullorum disease,2021,144.0,112.39293937068302,88.39318138366994,140.3867520276909,3.8108344139518882e-06,2.997090203901602e-06,4.760002442196145e-06,None,2012
Qatar,QAT,Low pathogenic avian influenza (poultry) (2006-2021),2021,40.0,210.7538601271571,152.00589892697414,282.9787237021531,7.266121707538601e-06,5.240679156248031e-06,9.756204919915639e-06,None,2008
Qatar,QAT,Newcastle disease (velogenic),2021,901.0,1564.796392494481,1323.2962351093395,1895.6339044579868,2.697459735380936e-05,2.2811519308900866e-05,3.267770909253554e-05,Adjusted_Susceptible_Cases,2011-2022
Romania,ROU,Fowl cholera (-2011),2021,2165.0,2699.3982435666526,2444.2768524357652,2996.4553557524205,7.64609799940111e-06,6.923461699633457e-06,8.487518044259114e-06,None,2006-2011
Romania,ROU,Fowl pox (-2005),2021,279.0,324.1400982301062,287.5774369878323,363.67545302605265,1.8362662586074978e-06,1.6291373611625972e-06,2.060235580608307e-06,None,2005
Romania,ROU,Fowl typhoid,2021,362884.0,369157.60637308087,366128.1740694085,372242.14091327164,0.00104564609622901,0.0010370651703387175,0.001054383100275391,None,2005-2020
Romania,ROU,High pathogenicity avian influenza viruses (poultry) (Inf. with),2021,292624.0,331156.4073814673,328861.9226266645,333491.0789340223,0.0009380069613673418,0.0009315077886961121,0.0009446199639244093,Adjusted_Susceptible_Cases,2006-2022
Romania,ROU,Infectious bursal disease (Gumboro disease),2021,7.0,8.132547267422021,3.494208009031738,15.726367767760872,4.6071196452517875e-08,1.979482422130369e-08,8.909048482453266e-08,None,2005
Romania,ROU,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),2021,44.0,44.0,32.24665590698943,58.31166930426437,2.4926171066121304e-07,1.826785594199931e-07,3.303378736884519e-07,None,2021
Romania,ROU,Low pathogenic avian influenza (poultry) (2006-2021),2021,39.0,42.64356885924099,26.41256855432068,64.4542373529763,1.207887377562914e-07,7.481411387280153e-08,1.8256788024962192e-07,None,2009-2010
Romania,ROU,Marek's disease (-2011),2021,184.0,223.20779896033426,180.64867206340494,271.9746064894347,6.322404295656483e-07,5.116908753091e-07,7.703733598859855e-07,None,2005-2006
Romania,ROU,Newcastle disease (velogenic),2021,408442.0,495872.98139736307,493241.8403422576,498569.8116727759,0.0014045698592475295,0.0013971171010613188,0.0014122086834272149,None,2005-2019
Russia,RUS,Avian chlamydiosis,2021,3763.0,3925.4087350205773,3380.4748946110903,4728.597773282928,1.3288618493259994e-06,1.1443863361223857e-06,1.6007640492731043e-06,None,2006-2021
Russia,RUS,Avian infectious bronchitis,2021,668084.0,1282012.7081147472,1277456.7907687516,1286600.3431820888,0.000433997551125301,0.0004324552442832736,0.00043555059531283526,None,2006-2020
Russia,RUS,Avian infectious laryngotracheitis,2021,59273.0,63529.1350441227,62815.37203446358,64255.77086477712,2.1506408524454334e-05,2.1264779563746596e-05,2.1752395295667928e-05,None,2006-2019
Russia,RUS,Avian tuberculosis (-2005),2021,21.0,46.8781322570236,18.24170831377331,103.47476794241238,1.5869573267174843e-08,6.1753340559016165e-09,3.502913473947114e-08,None,2005
Russia,RUS,Duck virus enteritis (-2005),2021,1.0,2.232292012239219,0.12731002041575248,9.819247046824911,1.5113879302071279e-09,8.619608330622454e-11,6.648185537073356e-09,None,2005
Russia,RUS,Fowl cholera (-2011),2021,41591.0,78910.16149403749,76740.60100501617,81306.63015093896,2.6713320882501742e-05,2.5978863311766653e-05,2.7524593283984585e-05,None,2005-2011
Russia,RUS,Fowl typhoid,2021,56604.0,57897.71920259733,56529.11426740902,59528.16396939223,1.9600015031534694e-05,1.9136703563114707e-05,2.0151966686580783e-05,None,2005-2021
Russia,RUS,High pathogenicity avian influenza viruses (poultry) (Inf. with),2021,3569572.0,4516303.853738321,4497750.722681706,4535091.0333799925,0.001528896554810714,0.001522615795350756,0.001535256546334532,Adjusted_Susceptible_Cases,2005-2022
Russia,RUS,Infectious bursal disease (Gumboro disease),2021,48293.0,89542.02061711797,87884.31855702981,91251.53664935175,3.0312505815786442e-05,2.975132679624958e-05,3.089122532995564e-05,None,2005-2015
Russia,RUS,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),2021,3355.0,3353.1936010716845,3073.105708931161,3663.7421817850723,1.1351508468696747e-06,1.0403331757815386e-06,1.2402803223280294e-06,None,2017-2021
Russia,RUS,Marek's disease (-2011),2021,76599.0,111118.35459060864,109159.19989455164,113190.51119306944,3.761670494539324e-05,3.695347568488557e-05,3.831818854639325e-05,None,2005-2011
Russia,RUS,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2021,134232.0,207309.94856771576,205067.81886921392,209617.14357044938,7.018027936291543e-05,6.942125506284741e-05,7.096133010821373e-05,None,2005-2019
Russia,RUS,Newcastle disease (velogenic),2021,418164.0,642005.007450248,637709.4866948071,646550.4020128514,0.00021733684797346753,0.00021588269274016198,0.00021887559255578064,Adjusted_Susceptible_Cases,2005-2022
Russia,RUS,Pullorum disease,2021,49340.0,94119.92109080401,92685.58229844019,95635.69364189263,3.186225456811883e-05,3.13766903303935e-05,3.237538643574501e-05,None,2005-2018
Rwanda,RWA,Avian infectious bronchitis,2021,234507.0,170223.6586732541,169345.36172453905,171105.72385862528,0.020106739744064978,0.02000299571515935,0.020210928875339627,None,2016-2018
Rwanda,RWA,Fowl typhoid,2021,213257.0,154297.4458545572,153563.33838114815,155035.32152078,0.018225542860212288,0.01813883042536595,0.018312700392249,None,2016-2018
Rwanda,RWA,Infectious bursal disease (Gumboro disease),2021,210957.0,152573.66752594532,151875.5760614114,153275.52713874975,0.01802193096219529,0.017939472721640846,0.018104834294678688,None,2016-2018
Rwanda,RWA,Newcastle disease (velogenic),2021,865298.0,652621.4493146044,650605.8171240895,654673.6962526678,0.0770873434106549,0.07684925786960659,0.07732975386872995,None,2006-2016
Saudi Arabia,SAU,Avian infectious bronchitis,2021,10.0,10.09606417158218,4.026626875311488,21.26401161542241,2.385205998316045e-08,9.512949217386396e-09,5.023645570333105e-08,None,2020
Saudi Arabia,SAU,Haemorrhagic septicaemia (Pasteurella multocida serotypes 6:b and 6:e),2021,2.0,2.497218289085546,0.4151226136927016,7.706209964112149,5.899705014749263e-09,9.80731631048356e-10,1.8206003763744554e-08,None,2005
Saudi Arabia,SAU,High pathogenicity avian influenza viruses (poultry) (Inf. with),2021,25079.0,25402.178049900638,24988.440975536105,25828.90365402996,3.000645916329395e-05,2.9517730023537825e-05,3.0510531073548457e-05,None,2017-2020
Saudi Arabia,SAU,Infectious bursal disease (Gumboro disease),2021,10011.0,10011.10567058874,9810.397224397055,10219.424839874699,1.182567230628149e-05,1.1588584376949283e-05,1.2071750443118065e-05,None,2020-2021
Saudi Arabia,SAU,Newcastle disease (velogenic),2021,9991.0,10528.758992489284,10181.269084426314,10897.943120821023,1.2437153071192235e-05,1.2026678752200163e-05,1.2873253804316807e-05,Adjusted_Susceptible_Cases,2005-2022
Serbia and Montenegro,SCG,Avian tuberculosis (-2005),2021,26.0,0.0,0.0,0.0,,,,None,2005
Serbia and Montenegro,SCG,Fowl typhoid,2021,27669.0,0.0,0.0,0.0,,,,None,2005-2006
Serbia and Montenegro,SCG,Infectious bursal disease (Gumboro disease),2021,17754.0,0.0,0.0,0.0,,,,None,2005-2006
Serbia and Montenegro,SCG,Newcastle disease (velogenic),2021,2004.0,0.0,0.0,0.0,,,,None,2006-2007
Sudan,SDN,Avian infectious bronchitis,2021,4020.0,3310.6462686482114,3168.0145815832375,3457.4926295288924,3.965130750291292e-05,3.7943020834829304e-05,4.141007293373047e-05,None,2013-2014
Sudan,SDN,High pathogenicity avian influenza viruses (poultry) (Inf. with),2021,87420.0,117726.54000000001,116619.22483494645,118847.63868045232,0.00141,0.0013967377875649322,0.001423427296338088,None,2006
Sudan,SDN,Infectious bursal disease (Gumboro disease),2021,21450.0,20818.529821058535,20084.786210733535,21575.428882555432,0.00024934162719546953,0.00024055364709719903,0.0002584069380141739,None,2008-2017
Sudan,SDN,Marek's disease (-2011),2021,336.0,330.04687058823527,296.00226774574674,366.6048687244062,7.905882352941176e-06,7.090384165227363e-06,8.781585951670927e-06,None,2011
Sudan,SDN,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2021,30242.0,36800.85360655316,36369.10961028986,37237.829325324514,0.0004407604571173157,0.0004355894987698501,0.00044599407532666435,None,2008-2013
Sudan,SDN,Newcastle disease (velogenic),2021,20553.0,18977.40065466045,18288.68557658845,19693.321092727463,0.00022729059159532958,0.0002190419141086599,0.0002358651051899234,None,2010-2019
Sudan,SDN,Pullorum disease,2021,30096.0,36682.6577910134,36265.41731559638,37106.115232607495,0.0008786896732942104,0.0008686951712840774,0.0008888330953746975,None,2008
Senegal,SEN,Fowl pox (-2005),2021,20.0,67.9973560031581,42.379848562327794,102.2969864359245,7.344435671924058e-07,4.5774731525949864e-07,1.1049159562548888e-06,None,2005
Senegal,SEN,High pathogenicity avian influenza viruses (poultry) (Inf. with),2021,58000.0,63192.837935640266,62679.94830071358,63708.51564232501,0.0006825496760831062,0.0006770099240222457,0.0006881195422761616,None,2020
Senegal,SEN,Infectious bursal disease (Gumboro disease),2021,1499.0,1886.7915025412028,1602.737219841582,2211.621525514738,1.0189674739781941e-05,8.655630970105806e-06,1.1943929131620313e-05,None,2008-2019
Senegal,SEN,Low pathogenic avian influenza (poultry) (2006-2021),2021,14974.0,20697.745299004935,20014.564474883846,21398.610941096304,0.0001117788012929136,0.00010808926252995321,0.00011556384745173981,None,2017
Senegal,SEN,Marek's disease (-2011),2021,700.0,1509.4374119318513,1400.3607171498659,1624.0317322873702,1.6303525055024398e-05,1.5125381057638412e-05,1.7541265260952225e-05,None,2011
Senegal,SEN,Newcastle disease (velogenic),2021,11527.0,16348.131999237503,15117.290622834742,17680.373498354387,8.828858273470707e-05,8.164138654746656e-05,9.548339336034169e-05,None,2007-2019
Singapore,SGP,Avian chlamydiosis,2021,2.0,2.045214180411182,0.11664076995085858,8.996342409961922,3.495179526447281e-08,1.993338570532137e-09,1.537434666030266e-07,None,2013-2016
Singapore,SGP,Newcastle disease (velogenic),2021,18.0,22.5,10.353483453796,41.24675136514004,3.8451493295070575e-07,1.76936399824116e-07,7.048885260267223e-07,Adjusted_Susceptible_Cases,2020-2022
St. Helena,SHN,Newcastle disease (velogenic),2021,170.0,0.0,0.0,0.0,,,,None,2014
Sierra Leone,SLE,Newcastle disease (velogenic),2021,1220.0,1640.5897918364349,1359.6561341938166,1966.9060639792287,3.188521158798194e-05,2.6425206191938593e-05,3.822723775055349e-05,None,2012-2018
El Salvador,SLV,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2021,97.0,112.56138935541995,78.6719323095641,166.2564234107284,7.665894095061085e-07,5.35788252785895e-07,1.1322747007554681e-06,None,2016-2018
El Salvador,SLV,Mycoplasma synoviae (Avian mycoplasmosis) (Inf. with) (2006-),2021,85.0,98.59647964180031,71.23764576940904,142.77857925621825,6.714826242001193e-07,4.851577003242372e-07,9.723809148849601e-07,None,2016-2018
Serbia,SRB,Avian chlamydiosis,2021,450.0,576.6708954265159,525.0172001414528,631.6036132509342,1.4452723535457349e-05,1.3158160928846827e-05,1.582946612826742e-05,None,2007
Serbia,SRB,Avian infectious bronchitis,2021,11120.0,14250.17857142857,13986.955917242762,14516.680474337621,0.00035714285714285714,0.0003505458808095829,0.000363822019131029,None,2007
Serbia,SRB,Fowl cholera (-2011),2021,26336.0,29325.68423527918,28972.06798971204,29684.405609712194,0.00036748517230710367,0.00036305394656347713,0.00037198037129499876,None,2009-2010
Serbia,SRB,Fowl typhoid,2021,25700.0,28754.211828702693,28262.913136392945,29254.120873963544,0.00036032395369359644,0.0003541674056264075,0.0003665883995684709,None,2009-2011
Serbia,SRB,High pathogenicity avian influenza viruses (poultry) (Inf. with),2021,165.0,175.46243154222356,134.68178304600315,227.88792170319084,2.1987497843664057e-06,1.6877204928008813e-06,2.855702581461271e-06,None,2016-2021
Serbia,SRB,Infectious bursal disease (Gumboro disease),2021,23690.0,29263.16721955107,28829.499542426554,29702.85961677642,0.00036670176087456386,0.0003612673969301958,0.0003722116216184812,None,2008-2009
Serbia,SRB,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),2021,10.0,10.0,5.010507715435304,17.53745804461532,2.506234257716069e-07,1.2557506084974635e-07,4.3952978144673176e-07,None,2021
Serbia,SRB,Marek's disease (-2011),2021,33.0,39.982541618703166,26.129702517989276,59.324355498725495,5.010280775767618e-07,3.274357779725727e-07,7.434036603391623e-07,None,2008-2010
Serbia,SRB,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2021,70.0,89.70436151079137,70.29770047308541,112.38988397132117,2.248201438848921e-06,1.7618250516430976e-06,2.816753774296592e-06,None,2007
Serbia,SRB,Newcastle disease (velogenic),2021,14330.0,18363.764292137716,17996.735333112807,18737.35161295579,0.00046023895169578616,0.00045104034618896524,0.0004696019251126124,None,2007
Serbia,SRB,Pullorum disease,2021,115548.0,128362.54632808673,126986.53021810041,129752.6342596265,0.0016085330550755844,0.0015912899615054999,0.001625952485051898,None,2009-2012
Serbia,SRB,Rabies virus (Inf. with),2021,0.0,0.0,0.0,16.790426170431704,0.0,0.0,2.104037063499418e-07,None,2008-2011
Serbia,SRB,West Nile Fever,2021,15.0,13.596726376409919,7.823834241317096,21.682427509214435,3.4076581437350205e-07,1.9608361402280914e-07,5.43412426140385e-07,None,2019
South Sudan (Rep. of),SSD,Newcastle disease (velogenic),2021,116.0,238.21428571428572,172.36297737743496,319.8162703831396,6.628571428571428e-06,4.796187196589495e-06,8.899235349791712e-06,None,2014
Sao Tome and Principe,STP,Newcastle disease (velogenic),2021,40024.0,50277.53405113504,49585.86301059523,50975.61207521177,0.03669892996433215,0.036194060591675355,0.037208475967307864,None,2013-2014
Slovakia,SVK,High pathogenicity avian influenza viruses (poultry) (Inf. with),2021,282.0,5547.925259111844,5314.18713227813,5819.292785839572,8.858630031197746e-05,8.485409504045848e-05,9.291935169512992e-05,Adjusted_Susceptible_Cases,2016-2024
Slovakia,SVK,Mycoplasma synoviae (Avian mycoplasmosis) (Inf. with) (2006-),2021,2204.0,2493.4638799753134,2390.8076500319085,2599.015050096139,7.962859258991636e-05,7.635027314978832e-05,8.299936173978806e-05,None,2016
Slovakia,SVK,Newcastle disease (velogenic),2021,2.0,1.8513738902949806,0.30776130850103256,5.7131873425100945,5.912349419850713e-08,9.828335612309298e-09,1.8245023356468568e-07,None,2007
Slovenia,SVN,Avian chlamydiosis,2021,7.0,9.247675795111657,1.087249217874022,33.94770537114327,2.0825753395139417e-07,2.4484837695620357e-08,7.645018662570269e-07,None,2006-2012
Slovenia,SVN,Avian infectious bronchitis,2021,1814.0,2214.025342202188,2056.192501310009,2387.2217964263664,9.97196415810016e-05,9.261085469249e-05,0.00010752040519880042,None,2009
Slovenia,SVN,High pathogenicity avian influenza viruses (poultry) (Inf. with),2021,7.0,7.000000000000001,3.0076008486546053,13.536296901133461,3.152798108321135e-07,1.3546226094604685e-07,6.096744466223831e-07,None,2021
Slovenia,SVN,Infectious bursal disease (Gumboro disease),2021,13137.0,16167.383114821889,15640.377756555878,16713.347236572223,0.00036408924929223936,0.00035222109574498096,0.0003763843539369941,None,2007-2009
Slovenia,SVN,Marek's disease (-2011),2021,3.0,3.833414865759259,0.9532248904032854,9.936777525963999,1.7265690195965584e-07,4.293322330382999e-08,4.475521912381038e-07,None,2007
Slovenia,SVN,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2021,12.0,15.295806183081208,8.190256911861981,25.651247252256837,6.889226971323593e-07,3.6888894997689365e-07,1.1553314830427582e-06,None,2012
Sweden,SWE,Avian chlamydiosis,2021,5.0,7.840669796711513,2.0363788332194517,21.467266738665042,5.2733715828552144e-08,1.3696001170118436e-08,1.4438163743195624e-07,None,2006
Sweden,SWE,Avian infectious bronchitis,2021,1.0,1.5681339593423025,0.08943237053392697,6.897795926730965,2.1093486331420856e-08,1.2029842694275645e-09,9.278452470888025e-08,None,2006
Sweden,SWE,Avian infectious laryngotracheitis,2021,8.0,12.54507167473842,3.981028939738078,29.046139835048454,8.437394532568342e-08,2.677506568398525e-08,1.9535459644280067e-07,None,2006
Sweden,SWE,High pathogenicity avian influenza viruses (poultry) (Inf. with),2021,75396.0,81145.68685251473,79913.98499220927,82409.07592178593,0.0005457586790592702,0.0005374746653753768,0.0005542558102849455,Adjusted_Susceptible_Cases,2006-2021
Sweden,SWE,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),2021,161.0,163.80113149385252,109.10098135115744,236.94402667308518,1.1016714827367112e-06,7.337766155642875e-07,1.5936060685901997e-06,None,2017-2021
Sweden,SWE,Low pathogenic avian influenza (poultry) (2006-2021),2021,4.0,4.54557456493534,1.410911081184986,10.558188532418459,6.114402049818e-08,1.8978629618038452e-08,1.4202167115017425e-07,None,2018
Sweden,SWE,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2021,2.0,3.136267918684605,0.17886474106785394,13.79559185346193,2.1093486331420856e-08,1.2029842694275645e-09,9.278452470888025e-08,None,2006
Sweden,SWE,Newcastle disease (velogenic),2021,41698.0,49712.35149307255,48828.559710194044,50622.26535343648,0.00033434860602142547,0.0003284045188530726,0.000340468381523388,None,2011-2021
Eswatini,SWZ,Avian infectious bronchitis,2021,2725.0,2707.405418420623,2542.561473782935,2887.420340780034,0.00028891318092205985,0.0002713223213939745,0.00030812296881656536,None,2019-2021
Eswatini,SWZ,Fowl cholera (-2011),2021,3.0,3.0067379679144386,0.747661698590761,7.793908906887194,6.417112299465241e-07,1.5956924524399978e-07,1.6634102885257056e-06,None,2011
Eswatini,SWZ,Infectious bursal disease (Gumboro disease),2021,106.0,118.96119760479041,97.72782326280777,143.0660680384471,2.5389221556886227e-05,2.085750149670425e-05,3.053378893147948e-05,None,2007
Eswatini,SWZ,Mycoplasma gallisepticum (Avian mycoplasmosis) (Inf. with),2021,5270.0,5147.807044492665,4964.32042684364,5336.288275324669,0.0005493338005007647,0.0005297535403738812,0.0005694470467745885,None,2018-2019
Eswatini,SWZ,Newcastle disease (velogenic),2021,2329.0,2312.7197625881627,2171.257525465691,2474.411297392056,0.0002467954073832208,0.00023169966123846874,0.0002640498663314541,None,2019-2021
Seychelles,SYC,Marek's disease (-2011),2021,3343.0,3829.8116089613036,3701.448577732659,3961.1061586901783,0.006808553971486762,0.006580353027080283,0.007041966504338095,None,2011
Chad,TCD,Newcastle disease (velogenic),2021,5734.0,6091.384869300102,5583.110249776722,6685.506605591292,0.000434633240763475,0.00039836676773290913,0.00047702508780530085,None,2009-2021
Togo,TGO,Avian infectious bronchitis,2021,14.0,24.96074998588129,14.061032987220429,40.408577083372386,7.906477664200599e-07,4.453922390630481e-07,1.279967598459689e-06,None,2005
Togo,TGO,Fowl cholera (-2011),2021,186.0,331.6213926695657,261.5075028400379,415.40807108507545,5.252160162647541e-06,4.1417089458352535e-06,6.579158553770596e-06,None,2005
Togo,TGO,Fowl pox (-2005),2021,2856.0,5091.9929971197835,4674.609758037017,5536.7482387771015,8.06460721748461e-05,7.403563126444435e-05,8.769002595465793e-05,None,2005
Togo,TGO,Fowl typhoid,2021,188.0,335.1872140961202,275.1803335024728,404.3161350156841,5.308635003106117e-06,4.35825678654534e-06,6.40348645891169e-06,None,2005
Togo,TGO,High pathogenicity avian influenza viruses (poultry) (Inf. with),2021,17955.0,24145.639579844275,23518.17588632281,24787.5779812757,0.00038241431073557613,0.00037247665325186585,0.0003925812160480788,None,2016-2021
Togo,TGO,Infectious bursal disease (Gumboro disease),2021,1086.0,1294.9498655765105,1192.1572762591495,1403.8701728877097,4.101836761408016e-05,3.7762346413023425e-05,4.446848821310452e-05,None,2009-2019
Togo,TGO,Newcastle disease (velogenic),2021,4489.0,5613.875438596491,5099.952115800634,6167.734781937,8.891155271771445e-05,8.077212726956973e-05,9.768347769935064e-05,Adjusted_Susceptible_Cases,2019-2023
Togo,TGO,Pullorum disease,2021,155.0,276.3511605579714,222.60098155355735,339.2207789063357,8.753600271079234e-06,7.051028874043628e-06,1.07450357588323e-05,None,2005
Thailand,THA,Avian infectious bronchitis,2021,33330.0,5765.441198255761,5301.656384917754,6323.71531679936,3.5960894495477393e-06,3.3068120782669693e-06,3.944302812344252e-06,Adjusted_Susceptible_Cases,2007-2023
